fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,density,pH,sulphates,alcohol,free.so2,total.so2,good
7.9,0.48,0.49,6.9,0.043,0.9955,3.22,0.33,10,26.9,142.6,0
7.4,0.19,0.32,6.5,0.03,0.9925,3.04,0.4,10.8,48.5,150.7,1
7.9,0.45,0.27,10.7,0.052,0.9954,3.07,0.46,11.2,23.4,167.3,1
6.6,0.29,0.5,7.8,0.048,0.9954,3.16,0.51,9.3,27.2,174.7,1
6.7,0.22,0.27,5.8,0.043,0.9953,3.26,0.76,9.5,46.5,153.1,0
8,0.15,0.34,1.3,0.044,0.9914,3.06,0.48,10.9,74,142.4,1
6.3,0.25,0.26,8.1,0.053,0.9955,3.1,0.53,9.5,46.6,196.5,0
6.2,0.37,0.27,6.3,0.035,0.992,3.28,0.47,11.6,42.6,162.2,1
6.1,0.18,0.35,1.7,0.041,0.9912,3.23,0.51,10.9,14,64.9,1
7.4,0.22,0.38,14.1,0.059,0.9981,2.98,0.47,9,51.7,199.9,1
6.6,0.38,0.24,2.8,0.027,0.9909,3.15,0.37,11.8,26.9,88.9,1
6.7,0.21,0.3,4.6,0.059,0.9916,3.24,0.48,12.3,27.7,148.8,1
8.3,0.22,0.34,1.1,0.043,0.9928,3.01,0.47,10.2,17.8,109.9,1
6.4,0.31,0.27,2.5,0.039,0.9896,3.23,0.38,12.7,35.5,143.1,1
6.5,0.32,0.31,9.8,0.048,0.996,3.73,0.54,11.9,60.7,184,1
6.7,0.22,0.33,11.5,0.049,0.9953,3.22,0.39,10.6,57.3,142.4,0
7.2,0.24,0.33,2.6,0.032,0.9896,3.15,0.37,12.8,38.6,157.7,1
7.3,0.55,0.09,1.5,0.11,0.994,3.06,0.58,9.2,17.3,171.3,0
7,0.23,0.25,14.3,0.054,0.9979,3.19,0.51,9.4,18.3,94.6,0
6.8,0.19,0.41,9,0.047,0.9959,3.13,0.56,9.9,59,146.8,1
7.2,0.47,0.26,14.8,0.024,0.9951,3.11,0.47,11.9,18.6,155.6,1
6.6,0.3,0.3,9.1,0.052,0.9934,3.25,0.55,11.5,23.9,162.9,1
7.4,0.21,0.34,1.1,0.037,0.9922,3.12,0.5,9.9,69,157.9,1
6.3,0.15,0.48,0.7,0.033,0.9935,3.32,0.71,9.4,16.8,50.2,1
6.5,0.21,0.29,1.6,0.047,0.9924,3.43,0.49,10.9,27.9,71.4,1
5.9,0.21,0.23,12,0.044,0.9968,3.26,0.4,9.4,51.4,162.7,0
6.2,0.41,0.22,7.2,0.034,0.9918,3.19,0.4,11.9,24.8,97.7,1
9.4,0.29,0.55,2.2,0.05,0.9959,3.12,0.7,10.2,18.8,138.2,0
6.6,0.25,0.28,1.9,0.045,0.9925,3.24,0.66,10.4,15.4,97,1
6.9,0.22,0.24,10.9,0.041,0.9949,2.99,0.55,10.5,70.3,149.5,1
6.9,0.3,0.49,3.8,0.048,0.9938,2.98,0.4,9.3,42.2,137.3,1
6.9,0.23,0.41,1.8,0.047,0.99,3.13,0.5,12.9,34.8,109.6,1
6.4,0.35,0.16,1.4,0.052,0.9938,3.2,0.38,8.4,10.1,107.7,0
7.3,0.19,0.28,11,0.061,0.9976,3.01,0.6,9.5,48.8,191.6,1
6.3,0.23,0.3,1.6,0.033,0.9906,3.26,0.41,11.7,16.1,96.3,1
5.8,0.42,0.3,2,0.034,0.989,3.32,0.45,12.8,28.9,123.8,1
7.3,0.34,0.21,3.1,0.051,0.9935,3.24,0.45,10.2,14.6,140.7,0
5.6,0.27,0.29,6.8,0.036,0.9929,3.36,0.44,11,40.7,155.8,1
7.8,0.25,0.35,6.6,0.04,0.9938,2.92,0.49,10.6,21.3,60.4,0
6.6,0.51,0.24,2,0.044,0.9906,3.21,0.62,12.8,13.3,137.8,1
5.7,0.45,0.41,1,0.052,0.9931,3.03,0.41,8.9,57.6,182.7,0
5.8,0.19,0.32,2.7,0.027,0.9897,3.46,0.38,13.4,11.9,113.8,1
6.8,0.33,0.3,5,0.036,0.9917,3.38,0.41,12.3,39.8,150.5,1
7.1,0.19,0.37,1.6,0.05,0.9921,3.14,0.52,10.8,28.7,138.9,0
5.8,0.24,0.28,1.3,0.047,0.9908,3.33,0.51,11,29.3,127.5,1
7.4,0.29,0.3,13,0.043,0.9988,3.05,0.41,8.8,46.5,277.4,1
6,0.24,0.34,2.4,0.026,0.9904,3.12,0.49,11.2,28.8,91.9,1
6,0.32,0.2,1.7,0.031,0.9925,3.4,0.55,11.2,47.3,142.2,1
5.8,0.22,0.29,1,0.045,0.9922,3.26,0.44,10.3,36,135.1,0
7.1,0.13,0.37,12.8,0.042,0.9959,3.05,0.55,10.5,36,106,1
7.3,0.27,0.34,5.2,0.041,0.9931,3.16,0.58,11,33.3,145.2,1
6.5,0.34,0.49,1.4,0.147,0.9929,3.09,0.55,10.1,28,122.2,1
7.3,0.2,0.36,15.5,0.049,0.9988,3.23,0.78,9.4,81,194.8,0
7.1,0.45,0.27,9.5,0.057,0.9959,3.16,0.42,9.4,30.8,203.5,0
7.1,0.32,0.35,1.7,0.038,0.9917,3.19,0.63,12.3,24,130.3,1
6.3,0.37,0.37,5,0.041,0.9944,3.09,0.5,10,43.1,175.5,1
5.8,0.57,-0.02,1.6,0.02,0.9891,3.29,0.37,12.6,32.5,112.5,1
7.2,0.28,0.43,1.2,0.033,0.992,3.17,0.44,10.8,29.2,147.5,0
6.6,0.24,0.32,9,0.022,0.9928,3.33,0.35,12.6,19.9,112.6,1
6,0.27,0.24,2.2,0.046,0.9921,3.62,0.72,11.3,29.6,126.3,0
6.1,0.29,0.23,1.7,0.034,0.9898,3.37,0.46,12.5,33.9,111.8,1
6.2,0.36,0.25,6.1,0.032,0.9897,3.04,0.26,13.2,17.3,84.1,1
7,0.18,0.38,8.2,0.05,0.9957,3.29,0.55,9.9,46.3,148.6,1
6.9,0.19,0.38,7,0.037,0.9922,2.97,0.82,11.5,26.9,121,1
7,0.13,0.3,2.4,0.034,0.9913,3.1,0.58,11.2,14.4,88.9,1
5.8,0.18,0.35,1,0.037,0.9897,3.16,0.47,12,28.9,91.7,1
7.1,0.23,0.26,9.1,0.028,0.9917,3.06,0.33,12.4,30.4,120.1,1
7.6,0.33,0.6,16.8,0.05,0.9997,3.16,0.55,9.1,49.1,145,0
7.4,0.25,0.38,17.9,0.057,0.9997,3.22,0.35,8.5,40.8,144,0
8,0.23,0.42,0.9,0.047,0.9919,3.1,0.47,11.3,33.8,156,0
6.6,0.32,0.2,3.5,0.086,0.9933,2.83,0.44,9.7,27.4,162.8,0
6.9,0.53,0.3,13.3,0.043,0.9972,3.28,0.48,9.7,46.4,182.6,1
6.8,0.26,0.28,4.2,0.029,0.9908,3.11,0.38,11.5,20,87,1
8.3,0.18,0.35,1,0.049,0.992,3.15,0.38,10.5,13.7,77.6,1
6.3,0.29,0.28,4.5,0.03,0.9905,3.17,0.44,12.6,62.6,141,1
7.2,0.17,0.41,1.3,0.048,0.9918,3.11,0.44,10.4,40.3,83.2,0
8.2,0.22,0.27,7.8,0.042,0.9954,3.1,0.55,10,61,154.1,0
5.2,0.37,0.29,6.3,0.029,0.9919,3.35,0.4,11.6,43.8,108.8,1
8.3,0.2,0.29,8.8,0.024,0.9944,3,0.34,10.7,18.8,110.7,1
8.2,0.61,0.45,5.4,0.029,0.9955,3.13,0.35,9.5,15.7,110.2,0
7.1,0.15,0.36,1.5,0.039,0.9918,2.98,0.68,10.5,25.4,125.8,0
6,0.31,0.26,2.2,0.05,0.9928,3.38,0.47,10.5,25.5,173.4,1
5.5,0.15,0.26,1.5,0.032,0.9908,3.44,0.76,12,36.9,97.3,1
7.5,0.24,0.28,1.2,0.048,0.9902,3.04,0.39,11.3,36.6,88.5,1
6.5,0.31,0.47,7.8,0.023,0.9913,3.2,0.7,12.5,33.5,114.2,1
7.5,0.23,0.61,10.6,0.046,0.9979,3.14,0.44,9,46.1,151.4,0
6.1,0.3,0.19,2.9,0.039,0.994,3.01,0.46,9.2,23,124.4,0
5.6,0.09,0.26,1.3,0.048,0.9929,3.28,0.45,9.5,25.3,113.4,0
7.3,0.3,0.36,7.2,0.045,0.9955,3.15,0.54,9.8,45.5,181.2,0
7.5,0.19,0.41,1.2,0.048,0.9912,3.19,0.51,11.1,31.9,130.1,0
6.7,0.34,0.31,8.5,0.059,0.9961,3.47,0.64,11.2,21.8,145,1
5.4,0.23,0.19,2.3,0.05,0.9918,3.25,0.47,10.4,21.1,141.9,0
7.3,0.18,0.24,9.6,0.12,0.9956,3.14,0.44,10.2,60.1,177.2,1
7.6,0.14,0.37,1.8,0.052,0.9947,3.23,0.45,10,20.4,105.7,0
8.9,0.32,0.5,1.8,0.049,0.9956,3.14,0.34,9.5,20.3,123.1,0
8.7,0.52,0.34,15.7,0.058,0.9999,3.03,0.63,11.1,35.1,338.7,0
5.1,0.51,0.05,2.8,0.051,0.9932,3.31,0.42,9.6,31,69.9,0
8.2,0.27,0.27,17.7,0.044,1.0002,3.03,0.55,9.2,57.3,254.2,1
6.2,0.46,0.22,1.2,0.043,0.9934,3.13,0.47,9.2,14.7,89.7,0
6.8,0.25,0.34,3,0.058,0.9932,3.03,0.48,9.4,48.8,147.1,1
7.1,0.21,0.3,7.4,0.054,0.9959,3.31,0.61,10.3,36.1,209.6,1
6.4,0.69,0.08,7.7,0.044,0.995,3.26,0.39,10.1,32.7,122.3,1
6,0.19,0.38,1.5,0.028,0.9929,3.47,0.53,9.8,35.8,125.5,1
7.4,0.26,0.44,6,0.023,0.9928,3.13,0.56,11.4,18.5,127.9,1
7.5,0.2,0.3,1.5,0.034,0.9917,3.31,0.48,11,29.6,124.1,1
7.3,0.28,0.26,11.8,0.053,0.9969,3.12,0.6,9.8,52.9,193.2,0
7.8,0.28,0.32,8.8,0.036,0.9964,3.11,0.47,10.8,28.1,187.1,0
7.4,0.26,0.39,17.9,0.052,1,3.35,0.44,9.7,51.7,199.1,0
7,0.15,0.31,4.9,0.049,0.9941,3.27,0.41,9.6,36,117.1,1
6.5,0.36,0.26,2.8,0.046,0.9896,3.23,0.47,13,18.8,148.4,1
5.9,0.33,0.28,4.4,0.03,0.9896,3.16,0.56,13,46,123.3,1
5.9,0.25,0.23,9.1,0.044,0.9962,3.31,0.37,9.4,59.1,160.8,0
6.5,0.34,0.37,0.8,0.033,0.9894,3.11,0.49,12.1,30.6,102.7,1
6.8,0.28,0.39,14,0.051,0.9978,3.17,0.58,9.6,76.2,209.4,1
5,0.24,0.26,11.8,0.03,0.9956,3.06,0.49,9.3,37.3,119,1
7.2,0.33,0.36,2.1,0.033,0.9907,3.09,0.7,12.2,35.8,97.4,1
9.2,0.23,0.37,10.8,0.039,0.9982,3.08,0.33,9.7,32,144.4,0
6.8,0.23,0.29,1.3,0.041,0.9895,3.2,0.33,12,13.7,64.5,1
5.8,0.36,0.15,11,0.032,0.9948,3.24,0.48,9.9,28.4,121.6,1
6.7,0.38,0.52,1.5,0.143,0.9927,3.15,0.54,10.2,5.4,68.5,0
6.8,0.47,0.16,2.3,0.033,0.9898,3.08,0.44,12.6,28.5,106.4,1
7.4,0.19,0.33,1.5,0.058,0.9931,3.17,0.52,9.9,38.3,169.8,1
6.5,0.17,0.24,5.4,0.04,0.9948,3.26,0.67,9.4,32.8,146.2,1
7.1,0.49,0.22,1.9,0.048,0.9923,3.24,0.38,11.2,138.6,297.3,0
7.9,0.21,0.49,1.4,0.052,0.9912,3.16,0.27,11.2,5.3,44.7,0
7.8,0.35,0.48,8.5,0.033,0.9929,3.13,0.37,12.4,32.7,177.2,1
6.9,0.24,0.31,4.6,0.047,0.9948,3.34,0.47,10.7,5.3,76.1,0
9.1,0.27,0.34,10.5,0.044,0.9975,3.03,0.41,10.3,48.3,228,1
8.9,0.19,0.34,3.6,0.05,0.9943,3.13,0.37,9.9,9.6,37.1,1
6.6,0.3,0.31,2.2,0.045,0.9916,3.37,0.67,10.9,32,83.7,1
7.1,0.28,0.32,1.6,0.038,0.9939,3.18,0.63,10.1,32.1,126.2,1
8.2,0.28,0.44,1.2,0.046,0.994,3.15,0.63,10.2,6.3,67.7,0
5.9,0.32,0.21,16,0.047,0.9974,3.09,0.46,8.9,24.8,162.2,0
6.3,0.27,0.31,1.6,0.036,0.9911,3.32,0.44,11,17.3,78.4,1
8,0.27,0.25,18.8,0.046,1.0003,3.05,0.51,9.2,46.3,237.2,1
6.8,0.16,0.33,8.8,0.057,0.9972,3.41,0.41,8.8,21.3,99.6,1
6.3,0.19,0.42,3,0.032,0.9905,3.3,0.41,11.6,35,90.3,1
6.9,0.25,0.36,20.8,0.032,0.9971,3.2,0.34,10.9,37.6,135.9,1
6,0.44,0.32,1.3,0.049,0.9916,3.46,0.44,11.5,10,113.9,0
6.2,0.3,0.29,2,0.032,0.9896,3.39,0.42,12.8,50.1,135,1
5.9,0.31,0.15,7.7,0.046,0.9951,3.19,0.35,9.4,44.9,199.1,0
7.4,0.15,0.47,1.4,0.04,0.9925,3.15,0.79,10.4,41.2,113.3,1
7.4,0.13,0.3,15.4,0.065,0.9974,3.14,0.41,9.8,58.9,98.8,1
7.4,0.25,0.36,13.6,0.062,0.9973,2.99,0.45,9.2,49.4,178.2,0
6.8,0.46,0.19,0.8,0.052,0.9921,3.12,0.42,10.4,5.6,121.7,1
6.7,0.28,0.23,10.4,0.049,0.9973,3.15,0.52,8.8,41.3,194.6,0
8.5,0.18,0.4,1.2,0.042,0.9921,2.95,0.32,10.2,20.5,97.2,1
7.2,0.34,0.24,1.8,0.038,0.9921,3.35,0.39,11,22.1,134.4,0
6.7,0.25,0.31,9,0.024,0.9925,3.36,0.35,12.5,16,107.9,1
6.6,0.38,0.37,9.1,0.06,0.9974,3.3,0.54,9.4,42.6,213.7,0
6.5,0.28,0.32,8.9,0.047,0.9945,3.25,0.56,10.9,28.5,113.8,1
6.3,0.13,0.3,2.6,0.036,0.9913,3.21,0.75,11.4,26.2,59.9,1
5.6,0.11,0.32,2.9,0.043,0.9886,3.16,0.31,12.8,20.2,80,1
6.6,0.4,0.35,9.3,0.049,0.9968,3.22,0.52,9,27.7,120,0
6.7,0.26,0.26,1.3,0.032,0.989,3.16,0.36,12.5,38.5,94.5,1
6.4,0.25,0.49,5.8,0.053,0.9943,3.01,0.98,10.3,23.8,116.1,1
6.5,0.34,0.22,14.9,0.06,0.998,3.13,0.44,8.9,39.5,159.4,0
7.1,0.22,0.27,2.7,0.035,0.9937,3.34,0.63,10,27.9,111.3,0
7,0.26,0.48,8.4,0.04,0.996,3.14,0.56,9.4,35.1,146.2,1
8,0.26,0.27,1.7,0.049,0.9935,3.15,0.44,9.9,22,139.3,0
6.3,0.43,0.65,11.9,0.063,0.9979,3.12,0.5,8.8,62.9,251.7,0
6.3,0.19,0.29,2.6,0.032,0.9912,3.3,0.54,11.5,22,91.9,0
7,0.19,0.3,7.4,0.053,0.9959,3.32,0.57,10.3,37.2,198.5,1
6.9,0.26,0.44,8.1,0.046,0.9961,3.22,0.52,9.4,62.2,174.3,0
7.8,0.42,0.38,7.9,0.061,0.9966,3.39,0.58,11,44,129.4,1
7,0.32,0.18,7.4,0.041,0.9958,3.15,0.42,8.9,80.7,225.3,0
6.4,0.19,0.33,1.5,0.029,0.9896,3.2,0.67,12.7,34.4,123.3,1
7.5,0.33,0.31,1.6,0.038,0.9933,3.21,0.56,10.8,35.2,121.9,0
7.8,0.29,0.41,1.3,0.035,0.9906,3,0.38,11.1,15.4,89.1,0
5.7,0.27,0.28,10.8,0.05,0.9958,3.1,0.5,9.7,54.6,103.4,1
6,0.19,0.38,9.8,0.031,0.9933,3.07,0.66,12,15.2,48,1
7.2,0.23,0.18,13.7,0.052,0.9983,3.13,0.52,8.9,48.6,195.8,0
7.4,0.14,0.31,1.4,0.065,0.9918,3.06,0.47,11.4,21.7,138.7,1
5.7,0.6,-0.02,1.3,0.042,0.9922,3.55,0.42,10.8,70.7,168.9,0
7.4,0.26,0.3,13.2,0.051,0.9992,3.05,0.53,9.2,26.3,165.9,1
7,0.12,0.3,12.9,0.049,0.9965,3.2,0.33,9.8,31.2,97.1,1
6.6,0.09,0.36,8.9,0.043,0.9964,3.44,0.4,9.3,52.5,132.9,1
7,0.16,0.33,6.3,0.032,0.9922,3.3,0.37,12.3,40.7,111.6,1
8,0.12,0.26,1,0.033,0.9903,2.97,0.41,11.2,17.4,84.2,1
7.4,0.36,0.42,1.1,0.033,0.9917,3.12,0.52,11.3,17,154.3,1
6.2,0.16,0.32,1,0.036,0.9911,3.21,0.42,11,57.9,173.8,1
6.9,0.41,0.36,9,0.053,0.9959,3.18,0.48,9.3,35,146.5,0
6.9,0.27,0.73,1.7,0.036,0.9923,3.36,0.47,11,30,137.3,1
6.5,0.3,0.72,2.2,0.026,0.9901,3.12,0.48,12.5,22.9,79.2,1
6.6,0.2,0.37,1.5,0.027,0.9902,3.12,0.45,11.3,39.1,97.7,0
8.2,0.42,0.63,19.1,0.041,1.0003,2.98,0.68,9.6,42.2,201.7,0
7,0.13,0.29,13.5,0.05,0.9966,3.35,0.43,10.2,54,131.7,1
6.9,0.29,0.27,11.7,0.026,0.9932,2.95,0.38,11.9,20.1,106.9,1
6,0.17,0.39,1,0.031,0.9921,3.4,0.59,10.4,38.9,95.1,1
7.1,0.43,0.2,2.8,0.038,0.9894,3.23,0.48,13.2,26.6,90,1
6.8,0.25,0.23,7.2,0.037,0.9953,3.15,0.32,9.4,47.5,220,0
8.9,0.18,0.39,1.9,0.04,0.994,3.17,0.66,10.2,40.2,169.2,1
5.6,0.18,0.46,4.4,0.031,0.9919,3.56,0.44,11.3,17.1,106.2,1
7.5,0.34,0.27,15.8,0.047,0.9992,3.07,0.68,9.3,80.4,235.3,0
7.6,0.24,0.38,4.4,0.033,0.9922,3.07,0.39,11.2,7.7,86.4,1
7,0.32,0.31,1.3,0.025,0.9923,3.05,0.53,9.7,19,165.7,1
6.4,0.28,0.36,8.3,0.038,0.9925,3.25,0.27,12.2,37.4,121.4,1
6.7,0.25,0.25,8.1,0.054,0.9957,3.22,0.44,9.3,55.3,192.3,0
6.3,0.22,0.33,1.9,0.037,0.9907,3.32,0.52,11.8,44.6,125.6,1
6.8,0.22,0.41,6.3,0.031,0.9922,3.2,0.52,12,37.9,120.6,1
6.3,0.27,0.44,3.7,0.2,0.9942,3.02,0.41,9.1,75.3,163.1,0
7.2,0.15,0.32,1,0.105,0.9904,3.18,0.64,11.4,22.9,55.4,1
7.2,0.32,0.39,8.8,0.036,0.9957,3.18,0.47,10.7,45.5,166.8,1
7.3,0.2,0.39,2.4,0.047,0.9905,2.96,0.34,12.1,23.8,84.1,1
5.8,0.36,0.36,4.1,0.026,0.9908,3.41,0.47,11.9,20.7,69.6,1
6.9,0.18,0.22,4.6,0.063,0.9954,3.31,0.37,9.2,56.9,151.1,1
7.5,0.19,0.33,11.6,0.05,0.9968,3.2,0.43,9.4,24.4,106.5,1
7.7,0.26,0.34,4.9,0.04,0.9907,3.07,0.48,12.4,21.6,57,1
8,0.23,0.33,9.4,0.045,0.9972,3.09,0.57,9.3,56,199.8,1
7.4,0.81,0.08,11.4,0.044,0.9969,3.14,0.45,9.1,49.5,225.5,0
7.2,0.21,0.23,3.4,0.038,0.9912,3.03,0.36,11.4,22.6,105.4,1
7,0.25,0.29,15.1,0.046,0.9984,3.21,0.45,9.3,35.7,188.9,0
4.4,0.33,0.39,4.3,0.029,0.989,3.47,0.36,12.8,33.4,136.1,1
6.6,0.34,0.53,10.1,0.053,0.9964,3.06,0.41,9.4,37.5,144,0
7.9,0.28,0.41,1.4,0.032,0.9906,2.96,0.57,11.9,12.4,55.4,0
6.4,0.48,0.21,14.7,0.047,0.9985,3.39,0.61,10.7,52.7,184.7,0
6.6,0.33,0.4,7.2,0.048,0.9953,3.19,0.46,9.4,47.9,174.3,0
7.6,0.39,0.32,3.7,0.036,0.9908,3.11,0.61,12.4,24.4,82.1,1
7,0.27,0.26,1.9,0.047,0.9934,3.14,0.4,9.4,13.6,90.5,0
7,0.26,0.33,14.5,0.076,0.9981,2.97,0.41,9.3,30.2,87.7,1
6.7,0.32,0.31,2,0.033,0.9903,3.3,0.65,12.3,12.2,66.5,1
7.6,0.17,0.27,4.7,0.05,0.9944,3.1,0.47,9.3,20.6,99.6,1
7.7,0.23,0.29,5,0.042,0.9928,2.97,0.39,11.5,47.5,194.6,0
7.8,0.14,0.41,1.8,0.025,0.9912,3.01,0.79,12.5,34.5,158.6,1
7.4,0.34,0.22,8.8,0.107,0.9972,3.01,0.58,9.5,23.7,173.3,0
7.6,0.33,0.38,12.3,0.065,0.9973,3.18,0.39,9.5,30.1,108.3,0
6.7,0.14,0.41,13,0.043,0.9976,3.24,0.79,10.2,79.3,177.1,1
6.2,0.31,0.42,2.1,0.035,0.9902,3.14,0.39,11.7,25.9,123.1,1
6.9,0.6,0.26,1.5,0.049,0.9943,3.36,0.6,10.5,23.7,212.2,0
6.7,0.21,0.34,1.7,0.035,0.9895,3.25,0.35,12.7,43.5,115.8,1
7.5,0.25,0.28,7.4,0.028,0.9923,2.93,0.38,11.5,13.8,64.9,1
7.4,0.24,0.22,10.6,0.044,0.995,2.88,0.35,9.6,27.5,85.2,1
6.5,0.3,0.46,8,0.038,0.9954,3.18,0.47,9.6,49.3,197.5,0
6.3,0.3,0.18,7.7,0.048,0.9951,3.22,0.49,9.4,46.6,180,0
6.8,0.33,0.73,0.8,0.043,0.992,3.13,0.55,10.1,20.1,109.9,0
7.4,0.18,0.65,1.2,0.044,0.995,3.32,0.63,9.5,30.5,173.7,1
7.4,0.32,0.33,7.2,0.046,0.9953,3.13,0.55,9.6,47,203.2,0
6.5,0.5,0.43,12.2,0.047,0.9977,3.28,0.56,9.4,46.5,224.8,1
8.1,0.29,0.29,7.6,0.046,0.9954,3.1,0.54,10.1,53.5,189.3,1
6.5,0.35,0.37,7.4,0.035,0.9973,3.46,0.5,9.1,16.8,233.8,1
6.1,0.34,0.28,2.4,0.036,0.9893,3.05,0.44,11.8,26.4,95,1
6.5,0.25,0.24,6.5,0.04,0.9903,3.22,0.51,12.6,29,142.6,1
7.6,0.22,0.69,11,0.044,0.9979,2.99,0.37,8.7,34.9,104.7,0
6.4,0.5,0.17,12.9,0.043,0.9973,3.29,0.32,9,31.5,155.9,0
10.5,0.24,0.48,2.2,0.042,0.998,3.19,0.58,9.6,29,169.6,0
7.4,0.2,0.3,1.8,0.038,0.9914,3.24,0.38,12,34.3,108.1,1
6.8,0.33,0.37,9,0.03,0.993,3.28,0.35,11.9,41.5,138.4,1
6.7,0.21,0.24,6.5,0.045,0.9933,3.12,0.32,10.3,28.1,93.9,1
8.4,0.41,0.73,13.3,0.041,0.9982,3.06,0.64,9.8,26.3,215.5,0
6.1,0.25,0.2,8,0.048,0.9945,3.1,0.43,10.4,34.8,114.3,1
7.7,0.29,0.41,14.3,0.047,0.9993,3.19,0.62,9.3,42.3,171,0
6.9,0.25,0.31,18.3,0.047,0.9999,3.31,0.41,8.7,44.7,162.4,0
7.3,0.26,0.36,2.6,0.049,0.9915,3.06,0.53,11.3,22.9,130.5,1
9.5,0.28,0.29,1.6,0.045,0.9952,3.11,0.5,9.2,31.4,125.2,0
6.4,0.28,0.44,12.6,0.033,0.9975,3.09,0.37,9,73.1,199,0
5.6,0.14,0.27,4.7,0.028,0.995,3.33,0.45,9.2,20.6,96.5,0
6.9,0.35,0.31,1.9,0.071,0.9946,3.19,0.46,9.2,13.4,159.8,0
6.8,0.39,0.38,13.2,0.113,0.9982,3.02,0.48,9.3,12.8,98,0
6.3,0.21,0.19,7.7,0.054,0.9957,3.23,0.52,9.4,42.5,131.9,0
6.3,0.25,0.21,14.9,0.038,0.9973,3.14,0.35,9.5,54.2,132.3,1
7.2,0.18,0.31,1.1,0.044,0.9929,3.32,0.39,10.8,23.3,63.2,1
7.6,0.39,0.29,4.4,0.029,0.9906,3.01,0.41,12.5,7.6,133.4,1
6.9,0.22,0.37,1.5,0.028,0.9918,3.21,0.59,10.9,7.3,49.7,1
6.1,0.35,0.27,8.2,0.034,0.9905,3.05,0.26,13,14,71,1
7.4,0.4,0.21,6.5,0.05,0.993,3.1,0.56,11.1,15.5,106.3,0
5.3,0.49,0.13,5.1,0.027,0.9909,3.48,0.88,13.5,10.1,103.1,1
7.1,0.27,0.32,17.7,0.05,0.9998,3.05,0.45,9.1,42.6,179.1,1
6.6,0.4,0.34,1.6,0.049,0.9951,3.34,0.52,9.7,10.1,176,0
7,0.4,0.24,1.6,0.05,0.9915,2.99,0.55,11.5,40.5,188.5,1
6.6,0.3,0.29,2.2,0.04,0.9928,3.36,0.61,10.6,18.1,128.6,1
6.5,0.22,0.26,17.1,0.048,1,3.31,0.36,8.8,43,146.3,0
7,0.24,0.35,1.4,0.036,0.9912,3.16,0.5,10.9,31.4,114.2,1
6.9,0.23,0.5,6.8,0.064,0.9957,3.53,0.5,10.4,54.9,159.5,1
7,0.24,0.34,4.1,0.047,0.9942,3.19,0.52,9.7,28.7,130.8,1
8.9,0.3,0.46,5.9,0.022,0.9936,3,0.33,11.1,11.2,38.9,1
6.4,0.29,0.43,7.2,0.05,0.9953,3.16,0.49,9.1,47.6,163,0
7.6,0.23,0.3,13.2,0.05,0.999,3.05,0.53,9.1,25.7,182.8,1
7.5,0.24,0.68,11,0.048,0.9975,2.99,0.38,8.8,31.9,142.7,0
6.6,0.22,0.25,17.2,0.047,0.9983,3.16,0.42,9,14.8,145.5,1
6.8,0.2,0.31,12.8,0.06,0.998,3,0.52,9,15.7,192.5,1
6.2,0.35,0.3,5.7,0.036,0.9929,3.26,0.42,11,7.1,89.2,1
6.2,0.38,0.24,4.9,0.037,0.9917,3.24,0.43,11.2,40.7,139.5,1
6.5,0.3,0.46,3.5,0.197,0.9943,3,0.39,9,65.7,186.6,1
7.2,0.24,0.4,14.2,0.057,0.9978,3.09,0.43,9.1,65.9,205.4,1
6.6,0.11,0.25,1.2,0.037,0.9909,3.19,0.46,11.2,19.9,131.8,1
6.9,0.27,0.35,9,0.036,0.9948,3.05,0.55,11,18.6,83.1,0
8.3,0.3,0.26,17.8,0.047,1.0006,2.97,0.66,9.1,27.8,219.6,0
6.7,0.24,0.31,3.6,0.043,0.9918,3.04,0.59,11.3,89.1,163.4,1
6.2,0.12,0.41,0.9,0.04,0.9896,3.17,0.57,11.4,16.4,70.8,1
7.1,0.12,0.4,1.7,0.036,0.9912,3.2,0.42,11.8,14.9,79.6,1
7,0.22,0.27,2.8,0.036,0.9906,3.33,0.42,12.1,43.5,159.5,1
6.7,0.29,0.27,8,0.036,0.9938,3.06,0.39,10.8,24.4,121.4,1
6.5,0.27,0.21,2.9,0.027,0.9909,3.21,0.37,11.2,46.8,123.3,1
7,0.39,0.34,11.7,0.045,0.9974,3.08,0.54,9.4,61,206.7,0
6.4,0.15,0.3,1.2,0.034,0.9908,3.38,0.36,11.3,57.7,129.3,1
7.3,0.24,0.38,14.1,0.06,0.9977,3.11,0.43,8.8,47,205.4,1
5.8,0.23,0.29,1.3,0.036,0.9887,3.24,0.35,12.4,29.2,72.8,1
7.8,0.3,0.4,14.4,0.044,0.9989,3.18,0.63,9.1,43.9,193.9,0
7.3,0.27,0.28,1.5,0.044,0.9936,3.38,0.55,10.1,17,109.8,1
6.9,0.45,0.24,13.7,0.044,0.9985,3.11,0.53,9.4,53.9,187.1,0
7.5,0.38,0.5,12.7,0.044,0.9984,3.11,0.46,9,67.9,181.2,1
8.6,0.19,0.31,1.1,0.023,0.993,2.79,0.37,10.2,13.2,78.3,0
5.7,0.61,0.03,8.4,0.04,0.9908,3.26,0.72,14,29.3,107.5,1
6,0.18,0.28,1.4,0.047,0.9899,3.23,0.54,11.4,26.2,91.3,1
